,numMages,fightLength,numPIs,numWB,semiWB,rotation,dps,igniteDps,weightedTicks,stdDev,boxPlot,igniteDrops,percentDpsIncrease,percentIgniteDpsIncrease,totalCrit
181,7,100,1,1,0,8,6423.0,1091.0,37.426965135999865,219.6459892939287,"Boxplot values: 5731, 6273, 6418, 6423, 6566, 7412","Ignite Drop times on avg List(27.58464607272272, 43.556870715605, 55.06442022902027, 65.94615778509488, 76.38280649957767, 85.48760398111527, 92.45890905866169, 96.79735507672656, 98.9431999631037, 99.73417180075624, 99.95527827532464, 99.99470698614765, 99.9999120855136)",0.9828615149196632,0.9741071428571428,0.09511192274458892
182,7,100,1,1,0,5,6591.0,1192.0,40.01686070799996,227.4761092806029,"Boxplot values: 5816, 6438, 6587, 6591, 6736, 7787","Ignite Drop times on avg List(24.87266194533514, 39.310171184892354, 52.639454375736534, 65.57894328687976, 77.41043915203177, 87.07994618922392, 93.76842102633361, 97.55127817077103, 99.21706677333857, 99.80305497540802, 99.97126285119703, 99.99422468163615, 99.99841077233744, 99.99992910360024)",1.0085692425401682,1.0642857142857145,0.09511192274458892
183,7,100,1,1,0,2,6482.0,1115.0,37.406104296000024,229.72744320288314,"Boxplot values: 5748, 6324, 6472, 6482, 6629, 7560","Ignite Drop times on avg List(27.886263645616385, 43.18881391982328, 54.686231183355254, 65.59031826402689, 75.86233151275036, 85.02713818013211, 92.16031762434407, 96.68358426451549, 98.93809872133944, 99.74705298147397, 99.95611172601014, 99.9907146739029, 99.99929646409024, 100.00042209814038)",0.9918898240244836,0.9955357142857144,0.09511192274458892
184,7,100,1,1,0,7,6569.0,1248.0,43.01792343199996,242.01454294732082,"Boxplot values: 5744, 6406, 6558, 6569, 6716, 7644","Ignite Drop times on avg List(33.04650311744621, 50.96264406924912, 64.41848437555066, 76.08563535827771, 85.49129793757612, 92.27419000946516, 96.55294344852622, 98.74058814705245, 99.63696560064297, 99.92448342153907, 99.9930093511884, 99.99884092048981)",1.005202754399388,1.1142857142857143,0.09511192274458892
185,7,100,1,1,0,0,6537.0,1063.0,37.552372440000035,218.7556299653951,"Boxplot values: 5828, 6388, 6531, 6537, 6679, 7579","Ignite Drop times on avg List(27.54617676047063, 43.02763134300208, 54.30719747899476, 65.27699901413744, 75.69076185488218, 84.93119608698916, 92.09732801301935, 96.62503528664733, 98.86865928839194, 99.70835043291169, 99.93757731962879, 99.99663115283091, 100.00025236704529, 99.99997897093766)",1.0003060443764349,0.9491071428571428,0.09511192274458892
186,7,100,1,1,0,4,6580.0,1103.0,37.0786571759998,230.56061374094259,"Boxplot values: 5842, 6420, 6576, 6580, 6728, 7662","Ignite Drop times on avg List(29.806891485045448, 44.38882666272887, 55.34560575798602, 66.08754349718134, 76.47919659462133, 85.73644613666195, 92.83880344927934, 97.15665141410072, 99.10937949328569, 99.79863540888611, 99.977310650489, 100.00006311993741, 99.99975155345658)",1.0068859984697782,0.9848214285714286,0.09511192274458892
187,7,100,1,1,0,1,6535.0,1120.0,37.62660695199991,225.9569857351451,"Boxplot values: 5761, 6378, 6527, 6535, 6682, 7854","Ignite Drop times on avg List(29.94034193017158, 44.43556588202455, 55.67892973742896, 66.66250622727274, 76.90967114363423, 85.90690395262493, 92.71820034789883, 97.03240213779344, 99.06873714762168, 99.78810843139574, 99.96170770677992, 99.99478263718066, 99.99915603016251, 99.99994189926512)",1.0,1.0,0.09511192274458892
188,7,100,1,1,0,3,6540.0,1120.0,37.780664195999925,231.07420418290798,"Boxplot values: 5763, 6384, 6532, 6540, 6692, 7425","Ignite Drop times on avg List(27.438775940730185, 42.68464536245505, 54.10098811746802, 65.01445782405442, 75.48184918974994, 84.82790311642822, 92.03941683354735, 96.63300884662968, 98.93103825510926, 99.73091407879292, 99.94690180486855, 99.99405240384614, 99.99845384017479, 99.99937629212769)",1.0007651109410864,1.0,0.09511192274458892
189,7,100,3,0,4,6,6896.0,1384.0,47.14466398399986,254.87840823597315,"Boxplot values: 5956, 6724, 6887, 6896, 7054, 8148","Ignite Drop times on avg List(36.60027525649116, 52.14304236359094, 65.19655747944917, 76.93072896173847, 86.53836287563655, 93.26615888291062, 97.20844990529643, 99.06259588991512, 99.72022690968603, 99.93749169611014, 99.98974870644551, 99.99670815187214, 99.99906342891053)",1.0046620046620047,1.060536398467433,0.07300041500568301
190,7,100,3,0,4,4,6895.0,1265.0,42.621794820000076,237.24192521297982,"Boxplot values: 5956, 6735, 6896, 6895, 7056, 7803","Ignite Drop times on avg List(33.32777674160955, 46.36765888915491, 57.757484762099686, 69.0705405483608, 79.67853430932966, 88.65132694988662, 94.89547733223051, 98.3021338528888, 99.58350754026844, 99.92789127820939, 99.9943621614283, 99.99973336336865)",1.004516317016317,0.9693486590038314,0.07300041500568301
191,7,100,3,0,4,0,6791.0,1174.0,42.78458726959977,234.03537260823518,"Boxplot values: 5870, 6631, 6787, 6791, 6942, 7823","Ignite Drop times on avg List(30.953140106410405, 45.15498922288776, 57.19856329146915, 68.88709922474536, 79.5673725439634, 88.44221207403271, 94.61123010251464, 98.02906461722587, 99.46059301687971, 99.88895058818991, 99.98535858057697, 99.99727090191385, 99.99922476060749)",0.989364801864802,0.8996168582375479,0.07300041500568301
192,7,100,3,0,4,3,6869.0,1295.0,43.52929548880011,242.47576494808186,"Boxplot values: 5919, 6706, 6869, 6869, 7030, 8192","Ignite Drop times on avg List(31.74743667366237, 45.456364207611195, 57.301817063317124, 68.77962712975479, 79.49500227735066, 88.4955657169273, 94.61118803257115, 98.02790760137253, 99.4750671353099, 99.89720710317296, 99.98965454736464, 99.9993453580527, 100.00023788978842)",1.0007284382284385,0.992337164750958,0.07300041500568301
193,7,100,3,0,4,1,6864.0,1305.0,43.888941932000115,243.3381926511979,"Boxplot values: 5944, 6699, 6860, 6864, 7018, 8134","Ignite Drop times on avg List(34.44891942046109, 47.82903766743013, 59.72667969728218, 71.22805475141094, 81.59039335462317, 89.94795053512468, 95.47002690573073, 98.39810963663345, 99.57642458689492, 99.91453737423151, 99.9885985730095, 99.99771083015351, 100.00024349669025)",1.0,1.0,0.07300041500568301
194,7,100,3,0,4,7,6913.0,1466.0,50.67171177200015,268.0431196525117,"Boxplot values: 5918, 6738, 6895, 6913, 7075, 7960","Ignite Drop times on avg List(40.2231763071693, 57.6203691190217, 71.4824042605656, 82.71378760738658, 90.89653411521351, 95.81005188893492, 98.33598793559885, 99.45927068954855, 99.86600477254727, 99.96904228595005, 99.99703181384336, 100.0004540103718)",1.0071386946386949,1.1233716475095783,0.07300041500568301
195,7,100,3,0,4,5,6906.0,1346.0,45.27792900400001,240.04565355460974,"Boxplot values: 6043, 6744, 6894, 6906, 7057, 8116","Ignite Drop times on avg List(30.280870077840692, 45.590339043980705, 59.726693761606704, 72.75550532019244, 83.74139039934953, 91.69712761149435, 96.48824706181496, 98.82117052768723, 99.68467336773219, 99.93808529739664, 99.98575580202457, 99.99968524425641, 99.99992150646015)",1.006118881118881,1.0314176245210729,0.07300041500568301
196,7,100,3,0,4,2,6838.0,1311.0,44.06783378800005,244.87744141494736,"Boxplot values: 5998, 6669, 6835, 6838, 6997, 7996","Ignite Drop times on avg List(33.054183655386645, 47.31477184550314, 59.32865408107245, 70.77253237473083, 81.21172550617766, 89.58240242114728, 95.22044231218264, 98.27149302973568, 99.54300374476792, 99.9163492590985, 99.98418950307777, 100.00011744017246)",0.9962121212121212,1.0045977011494254,0.07300041500568301
197,7,100,3,0,4,8,6740.0,1268.0,43.1364620104002,251.08803188635773,"Boxplot values: 5876, 6571, 6733, 6740, 6903, 7924","Ignite Drop times on avg List(31.7953888851929, 46.511781788929284, 58.4565168689467, 69.993639120251, 80.56206460304143, 89.18952283064729, 95.04583946755173, 98.21492998331925, 99.49350938844026, 99.90733303795756, 99.98994114663711, 100.00037719375948, 99.99982474582657)",0.981934731934732,0.971647509578544,0.07300041500568301
198,7,120,1,2,3,2,6804.0,1332.0,53.6509394080001,213.7262727392701,"Boxplot values: 6040, 6657, 6797, 6804, 6945, 7848","Ignite Drop times on avg List(32.57794637103726, 50.39685209154708, 64.83508281495143, 78.76258573405748, 91.45900966404108, 102.23282137639522, 110.31332254067894, 115.41657112563769, 118.18461290417741, 119.3804774003471, 119.82056189865581, 119.95914004370964, 119.99257930766396, 119.9998863899718)",0.9937198773185336,0.9992498124531132,0.05069659762318918
199,7,120,1,2,3,7,6848.0,1481.0,62.46120306800003,230.38354676880044,"Boxplot values: 5859, 6697, 6827, 6848, 6975, 7777","Ignite Drop times on avg List(44.30681827777392, 68.78993258121525, 86.97376195454811, 100.7101232908194, 109.93982103458701, 115.41239364191306, 118.1957510432042, 119.35070349361943, 119.80557295053138, 119.94277790343266, 119.98271829820695, 119.99629275216861, 119.99878467570171, 119.99979737379809)",1.0001460493646852,1.1110277569392348,0.05069659762318918
200,7,120,1,2,3,1,6847.0,1333.0,53.73665233199996,213.7949350231173,"Boxplot values: 5977, 6701, 6843, 6847, 6983, 7935","Ignite Drop times on avg List(35.22780493192945, 51.76533186172296, 66.37005118249921, 80.23830492545125, 92.92257105350977, 103.49672900888076, 111.32214657936152, 116.05527918206947, 118.5573139962937, 119.50029800181375, 119.85301973575936, 119.97058978977043, 119.99453953760876, 119.99949436079112)",1.0,1.0,0.05069659762318918
201,7,120,1,2,3,6,6849.0,1403.0,57.79140593599981,215.147685605236,"Boxplot values: 6079, 6705, 6843, 6849, 6982, 7863","Ignite Drop times on avg List(38.42620301263798, 58.52875413157936, 75.42100027324179, 90.12694349701862, 102.03916928261677, 110.41860466172636, 115.4668396006184, 118.17590492884601, 119.41977089521659, 119.82055083183567, 119.94839365311039, 119.99030618133835, 119.99978617152532)",1.0002920987293706,1.0525131282820706,0.05069659762318918
202,7,120,1,2,3,5,6911.0,1398.0,56.35311206799994,204.5171904141034,"Boxplot values: 6124, 6772, 6907, 6911, 7042, 8016","Ignite Drop times on avg List(31.902348706994445, 50.63471935605467, 68.3772585025129, 84.19653737309682, 97.71809656172523, 107.79117480348783, 114.22608568730192, 117.71939817426335, 119.2070780745772, 119.78614296163123, 119.95373218370634, 119.9911358455063, 119.99935087997872, 120.00032371752253)",1.0093471593398569,1.048762190547637,0.05069659762318918
203,7,120,1,2,3,0,6794.0,1230.0,52.909253496000005,204.2958272454728,"Boxplot values: 6084, 6656, 6793, 6794, 6932, 7732","Ignite Drop times on avg List(32.9789036161529, 50.08798571463315, 64.53907590878899, 78.5030371647168, 91.53134416381845, 102.48250586814298, 110.69286915770506, 115.76886516555375, 118.388757054355, 119.49484647845051, 119.86138646606956, 119.96851179072205, 119.99261141500739, 119.99913674839516, 120.00039827460213)",0.9922593836716809,0.9227306826706676,0.05069659762318918
204,7,120,1,2,3,4,6881.0,1284.0,51.99470623599992,215.00961033634425,"Boxplot values: 6107, 6736, 6876, 6881, 7021, 7815","Ignite Drop times on avg List(34.41027840305646, 50.186174187947586, 63.77958672471573, 76.93302991470341, 89.54859847683458, 100.5897143735463, 109.39749088315219, 115.19161801018663, 118.24999590889094, 119.46344035661409, 119.88406813803597, 119.9797829131323, 119.99827442000411, 119.9996477949136)",1.004965678399299,0.9632408102025506,0.05069659762318918
205,7,120,1,2,3,8,6723.0,1281.0,53.029236744000066,207.91299057885837,"Boxplot values: 5970, 6581, 6722, 6723, 6862, 7589","Ignite Drop times on avg List(33.27602580578411, 50.81456849557339, 65.49933836846434, 79.3379046861954, 92.24650214061285, 103.03468095299213, 110.96270782114347, 115.99472763864577, 118.49628601280902, 119.55372476707925, 119.88531725291708, 119.9743520220933, 119.99479112760461, 119.99884317088598)",0.9818898787790272,0.9609902475618904,0.05069659762318918
206,7,120,1,2,3,3,6841.0,1326.0,53.7145075279998,216.22473707934958,"Boxplot values: 6088, 6692, 6839, 6841, 6983, 7854","Ignite Drop times on avg List(32.614774813905825, 49.61951863213199, 63.95432393670344, 77.80902122920295, 90.73749243193244, 101.80802382837985, 110.09201402260437, 115.3714410988224, 118.21814076024813, 119.4382423129092, 119.86753075627674, 119.97658486861683, 119.9962401155346, 120.00029134248186)",0.9991237038118884,0.994748687171793,0.05069659762318918
207,7,120,3,3,1,0,6881.0,1255.0,54.74309944399994,211.21752059161514,"Boxplot values: 6049, 6739, 6874, 6881, 7023, 7730","Ignite Drop times on avg List(32.30933388489312, 48.088149423627456, 62.17606045967874, 75.99592213772848, 88.84515730464229, 100.14732642386794, 108.77493412558579, 114.54067329161585, 117.79968795305311, 119.29786759529165, 119.81281654478349, 119.95817661427553, 119.99446970069886, 119.99862077138559)",0.9849699398797596,0.8907026259758695,0.05116629110885446
208,7,120,3,3,1,7,7026.0,1601.0,67.28124193999965,272.55496693608694,"Boxplot values: 5803, 6848, 6994, 7026, 7174, 8112","Ignite Drop times on avg List(47.472922925062754, 70.15382702609159, 87.82290029709145, 101.19120241334257, 110.09615658198204, 115.35921241647088, 118.10661691951351, 119.36869746703321, 119.80969938208777, 119.94593285847681, 119.98770172631079, 119.99921839231257)",1.005725737188663,1.1362668559261888,0.05116629110885446
209,7,120,3,3,1,2,6965.0,1418.0,57.217279988000115,234.8590967762001,"Boxplot values: 6015, 6806, 6959, 6965, 7114, 8059","Ignite Drop times on avg List(36.61805958241769, 52.13531849600445, 66.05219571155828, 79.60039163727387, 91.93359597680853, 102.48318617587677, 110.4278838387348, 115.52428118872112, 118.28243648695562, 119.47707286297747, 119.86805359501093, 119.9772822797539, 119.99798135614482, 120.0005718477981)",0.9969939879759521,1.0063875088715402,0.05116629110885446
210,7,120,3,3,1,8,6855.0,1351.0,55.459800431199895,236.44312707620603,"Boxplot values: 5985, 6694, 6846, 6855, 7008, 7861","Ignite Drop times on avg List(33.90591726995767, 49.841677531624875, 64.04739597072404, 77.83982924176179, 90.66533854205113, 101.64927597714845, 109.98330275908843, 115.33682687001375, 118.17701762720026, 119.40993569246214, 119.83574210836976, 119.96640285630392, 119.99357896777117, 119.99946249432787)",0.9812482107071284,0.9588360539389638,0.05116629110885446
211,7,120,3,3,1,6,7024.0,1512.0,62.293789579999924,250.04891865471973,"Boxplot values: 6089, 6858, 7013, 7024, 7173, 8191","Ignite Drop times on avg List(41.84590310526485, 60.585407571196576, 76.85879804919274, 91.32997339737588, 102.7617874863717, 110.65740650996203, 115.58791379178814, 118.19062665052847, 119.3862001946456, 119.81215881140992, 119.9609608796224, 119.99186137157784, 119.9985825130174, 119.99988569683907, 120.00031266348078)",1.00543945032923,1.0731014904187366,0.05116629110885446
