,numMages,nightfall,darkmoon,fightLength,numWB,semiWB,numPIs,rotation,percentDpsIncrease
1269,4,1,1,100,1,3,0,4,1.0
1270,4,1,1,100,1,3,0,6,1.0
1271,4,1,1,100,1,3,0,0,0.979591836734694
1272,4,1,1,100,1,3,0,8,1.0
1273,4,1,1,100,1,3,0,3,1.0
1274,4,1,1,100,1,3,0,10,0.979591836734694
1275,4,1,1,100,1,3,0,9,1.0
1276,4,1,1,120,2,1,4,3,1.0
1277,4,1,1,120,2,1,4,9,1.0
1278,4,1,1,120,2,1,4,1,1.0
1279,4,1,1,120,2,1,4,8,0.9761904761904762
1280,4,1,1,120,2,1,4,4,1.0
1281,4,1,1,120,2,1,4,7,1.0238095238095235
1282,4,1,1,120,2,1,4,6,1.0238095238095235
1283,4,1,1,120,2,1,4,0,1.0
1284,4,1,1,120,2,1,4,2,1.0
1285,4,1,1,120,2,1,4,5,1.0
1286,4,1,1,120,2,1,4,10,1.0
2167,4,0,1,80,1,0,0,1,1.0
2168,4,0,1,80,1,0,0,2,0.9827586206896552
2169,4,0,1,80,1,0,0,3,1.0
2170,4,0,1,80,1,0,0,0,0.9482758620689656
2171,4,0,1,80,1,0,0,5,1.0172413793103448
2172,4,0,1,80,1,0,0,6,1.0
2173,4,0,1,80,1,0,0,10,0.9827586206896552
2174,4,0,1,80,1,0,0,9,1.0
2175,4,0,1,80,1,0,0,7,1.0
2176,4,0,1,80,1,0,0,8,1.0
2177,4,0,1,80,1,0,0,4,0.9827586206896552
2178,4,1,0,60,2,0,4,10,0.9746835443037974
2179,4,1,0,60,2,0,4,9,1.0
2180,4,1,0,60,2,0,4,8,0.9620253164556962
2181,4,1,0,60,2,0,4,5,1.0
2182,4,1,0,60,2,0,4,4,1.0
2183,4,1,0,60,2,0,4,6,1.0126582278481011
2184,4,1,0,60,2,0,4,0,1.0
2185,4,1,0,60,2,0,4,7,1.0126582278481011
2186,4,1,0,60,2,0,4,1,1.0
2187,4,1,0,60,2,0,4,2,1.0
2188,4,1,0,60,2,0,4,3,1.0
2189,4,1,0,100,1,0,1,0,0.9761904761904762
2190,4,1,0,100,1,0,1,10,0.9761904761904762
2191,4,1,0,100,1,0,1,1,1.0
2192,4,1,0,100,1,0,1,2,1.0
2193,4,1,0,100,1,0,1,8,0.9761904761904762
2194,4,1,0,100,1,0,1,7,1.0
2195,4,1,0,100,1,0,1,6,1.0
2196,4,1,0,100,1,0,1,3,0.9761904761904762
2197,4,1,0,100,1,0,1,9,1.0
2198,4,1,0,100,1,0,1,5,1.0
2199,4,1,0,100,1,0,1,4,1.0
2200,4,1,0,100,0,1,5,4,1.0
2201,4,1,0,100,0,1,5,3,1.0
2202,4,1,0,100,0,1,5,0,1.0
2203,4,1,0,100,0,1,5,10,0.975609756097561
2204,4,1,0,100,0,1,5,9,1.0
2205,4,1,0,100,0,1,5,1,1.0
2206,4,1,0,100,0,1,5,7,1.0
2207,4,1,0,100,0,1,5,8,0.951219512195122
2208,4,1,0,100,0,1,5,2,1.0
2209,4,1,0,100,0,1,5,6,1.0
2210,4,1,0,100,0,1,5,5,1.0
2211,4,1,1,40,1,1,0,2,0.9590163934426228
2212,4,1,1,40,1,1,0,9,0.9918032786885246
2213,4,1,1,40,1,1,0,6,0.9918032786885246
2214,4,1,1,40,1,1,0,5,0.9426229508196722
2215,4,1,1,40,1,1,0,1,1.0
2216,4,1,1,40,1,1,0,0,0.9098360655737704
2217,4,1,1,40,1,1,0,3,0.9918032786885246
2218,4,1,1,40,1,1,0,8,0.9918032786885246
2219,4,1,1,40,1,1,0,4,0.9836065573770492
2220,4,1,1,40,1,1,0,7,0.9754098360655736
2221,4,1,1,40,1,1,0,10,0.9590163934426228
2222,4,1,1,40,4,0,0,8,1.0
2223,4,1,1,40,4,0,0,10,0.9689922480620154
2224,4,1,1,40,4,0,0,3,1.0
2225,4,1,1,40,4,0,0,5,0.9767441860465116
2226,4,1,1,40,4,0,0,0,0.9147286821705426
2227,4,1,1,40,4,0,0,2,0.9612403100775194
2228,4,1,1,40,4,0,0,1,1.0
2229,4,1,1,40,4,0,0,9,1.0
2230,4,1,1,40,4,0,0,7,0.9767441860465116
2231,4,1,1,40,4,0,0,4,0.992248062015504
2232,4,1,1,40,4,0,0,6,1.0
2233,4,1,1,40,4,0,4,7,1.0064935064935066
2234,4,1,1,40,4,0,4,3,0.9935064935064936
2235,4,1,1,40,4,0,4,8,0.9545454545454546
2236,4,1,1,40,4,0,4,0,0.9935064935064936
2237,4,1,1,40,4,0,4,10,0.9610389610389609
2238,4,1,1,40,4,0,4,1,0.9935064935064936
2239,4,1,1,40,4,0,4,6,1.0
2240,4,1,1,40,4,0,4,2,0.9935064935064936
2241,4,1,1,40,4,0,4,5,1.0
2242,4,1,1,40,4,0,4,4,0.987012987012987
2243,4,1,1,40,4,0,4,9,0.9935064935064936
2244,4,1,1,60,2,0,0,10,0.975609756097561
2245,4,1,1,60,2,0,0,9,1.0
2246,4,1,1,60,2,0,0,7,1.0
2247,4,1,1,60,2,0,0,8,1.0
2248,4,1,1,60,2,0,0,2,0.975609756097561
2249,4,1,1,60,2,0,0,5,1.0
2250,4,1,1,60,2,0,0,4,1.0
2251,4,1,1,60,2,0,0,0,0.951219512195122
2252,4,1,1,60,2,0,0,1,1.0
2253,4,1,1,60,2,0,0,3,1.0
2254,4,1,1,60,2,0,0,6,1.0
2255,4,1,1,80,0,4,2,8,0.9846153846153848
2256,4,1,1,80,0,4,2,3,1.0
2257,4,1,1,80,0,4,2,2,1.0
2258,4,1,1,80,0,4,2,4,1.0
2259,4,1,1,80,0,4,2,10,0.9846153846153848
2260,4,1,1,80,0,4,2,1,1.015384615384615
2261,4,1,1,80,0,4,2,0,1.0
2262,4,1,1,80,0,4,2,7,1.015384615384615
2263,4,1,1,80,0,4,2,6,1.015384615384615
2264,4,1,1,80,0,4,2,5,1.0
2265,4,1,1,80,0,4,2,9,1.015384615384615
2266,4,1,1,100,3,0,3,5,1.0
2267,4,1,1,100,3,0,3,6,1.0
2268,4,1,1,100,3,0,3,3,1.0
2269,4,1,1,100,3,0,3,4,0.9814814814814816
2270,4,1,1,100,3,0,3,1,1.0
2271,4,1,1,100,3,0,3,9,1.0
2272,4,1,1,100,3,0,3,10,0.9814814814814816
2273,4,1,1,100,3,0,3,0,0.9814814814814816
2274,4,1,1,100,3,0,3,8,0.9629629629629628
2275,4,1,1,100,3,0,3,7,1.0
2276,4,1,1,100,3,0,3,2,1.0
2277,4,1,1,120,0,4,2,8,0.9761904761904762
2278,4,1,1,120,0,4,2,0,0.9761904761904762
2279,4,1,1,120,0,4,2,9,1.0
2280,4,1,1,120,0,4,2,7,1.0
2281,4,1,1,120,0,4,2,4,1.0
2282,4,1,1,120,0,4,2,3,1.0
2283,4,1,1,120,0,4,2,1,1.0
2284,4,1,1,120,0,4,2,2,1.0
2285,4,1,1,120,0,4,2,6,1.0
2286,4,1,1,120,0,4,2,5,1.0
2287,4,1,1,120,0,4,2,10,0.9761904761904762
2288,4,1,1,120,2,1,2,3,0.9767441860465116
2289,4,1,1,120,2,1,2,7,1.0
2290,4,1,1,120,2,1,2,8,0.9767441860465116
2291,4,1,1,120,2,1,2,1,1.0
2292,4,1,1,120,2,1,2,9,1.0
2293,4,1,1,120,2,1,2,10,0.9767441860465116
2294,4,1,1,120,2,1,2,2,1.0
2295,4,1,1,120,2,1,2,5,1.0
2296,4,1,1,120,2,1,2,0,0.9767441860465116
2297,4,1,1,120,2,1,2,6,1.0
2298,4,1,1,120,2,1,2,4,1.0
3399,4,0,0,60,2,0,1,8,0.987012987012987
3400,4,0,0,60,2,0,1,7,1.0129870129870129
3401,4,0,0,60,2,0,1,6,1.0129870129870129
3402,4,0,0,60,2,0,1,9,1.0
3403,4,0,0,60,2,0,1,3,1.0
3404,4,0,0,60,2,0,1,2,1.0
3405,4,0,0,60,2,0,1,10,0.9740259740259741
3406,4,0,0,60,2,0,1,0,0.9610389610389609
3407,4,0,0,60,2,0,1,1,1.0
3408,4,0,0,60,2,0,1,4,1.0
3409,4,0,0,60,2,0,1,5,1.0
3410,4,0,0,60,4,0,5,9,1.0
3411,4,0,0,60,4,0,5,1,1.0
3412,4,0,0,60,4,0,5,10,0.976470588235294
3413,4,0,0,60,4,0,5,4,0.9882352941176472
3414,4,0,0,60,4,0,5,8,0.9529411764705882
3415,4,0,0,60,4,0,5,2,1.0
3416,4,0,0,60,4,0,5,6,1.0117647058823531
3417,4,0,0,60,4,0,5,3,0.9882352941176472
3418,4,0,0,60,4,0,5,7,1.0
3419,4,0,0,60,4,0,5,0,1.0
3420,4,0,0,60,4,0,5,5,1.0
3421,4,0,1,40,1,1,2,2,0.9928057553956836
3422,4,0,1,40,1,1,2,9,1.0
3423,4,0,1,40,1,1,2,8,0.9784172661870504
3424,4,0,1,40,1,1,2,10,0.9640287769784172
3425,4,0,1,40,1,1,2,6,1.0071942446043165
3426,4,0,1,40,1,1,2,4,1.0
3427,4,0,1,40,1,1,2,7,1.0071942446043165
3428,4,0,1,40,1,1,2,5,0.9640287769784172
3429,4,0,1,40,1,1,2,3,1.0071942446043165
3430,4,0,1,40,1,1,2,0,0.9712230215827338
3431,4,0,1,40,1,1,2,1,1.0
3432,4,0,1,40,1,0,4,4,1.0073529411764706
3433,4,0,1,40,1,0,4,2,1.0
3434,4,0,1,40,1,0,4,10,0.9705882352941176
3435,4,0,1,40,1,0,4,6,1.0073529411764706
3436,4,0,1,40,1,0,4,5,1.0
3437,4,0,1,40,1,0,4,0,1.0
3438,4,0,1,40,1,0,4,1,1.0
3439,4,0,1,40,1,0,4,9,1.0
3440,4,0,1,40,1,0,4,8,0.9632352941176472
3441,4,0,1,40,1,0,4,7,1.0147058823529411
3442,4,0,1,40,1,0,4,3,0.9926470588235294
3443,4,0,1,60,3,0,5,10,0.9891304347826086
3444,4,0,1,60,3,0,5,1,1.0108695652173914
3445,4,0,1,60,3,0,5,3,1.0
3446,4,0,1,60,3,0,5,8,0.9673913043478259
3447,4,0,1,60,3,0,5,2,1.0
3448,4,0,1,60,3,0,5,9,1.0108695652173914
3449,4,0,1,60,3,0,5,4,1.0
3450,4,0,1,60,3,0,5,0,1.0108695652173914
3451,4,0,1,60,3,0,5,7,1.0108695652173914
3452,4,0,1,60,3,0,5,6,1.0217391304347827
3453,4,0,1,60,3,0,5,5,1.0
3454,4,1,0,40,1,1,4,7,1.008
3455,4,1,0,40,1,1,4,4,0.992
3456,4,1,0,40,1,1,4,2,1.0
3457,4,1,0,40,1,1,4,9,0.992
3458,4,1,0,40,1,1,4,1,0.992
3459,4,1,0,40,1,1,4,10,0.96
3460,4,1,0,40,1,1,4,8,0.96
3461,4,1,0,40,1,1,4,5,1.0
3462,4,1,0,40,1,1,4,3,0.992
3463,4,1,0,40,1,1,4,0,1.0
3464,4,1,0,40,1,1,4,6,1.008
3465,4,1,0,60,2,1,4,3,1.0
3466,4,1,0,60,2,1,4,7,1.0
3467,4,1,0,60,2,1,4,8,0.9629629629629628
3468,4,1,0,60,2,1,4,2,1.0
3469,4,1,0,60,2,1,4,4,0.9876543209876544
3470,4,1,0,60,2,1,4,9,1.0
3471,4,1,0,60,2,1,4,6,1.0123456790123455
3472,4,1,0,60,2,1,4,1,1.0
3473,4,1,0,60,2,1,4,5,1.0
3474,4,1,0,60,2,1,4,0,1.0
3475,4,1,0,60,2,1,4,10,0.9753086419753086
3476,4,1,0,60,0,0,5,5,1.0
3477,4,1,0,60,0,0,5,3,1.0
3478,4,1,0,60,0,0,5,6,1.0140845070422535
3479,4,1,0,60,0,0,5,1,1.0
3480,4,1,0,60,0,0,5,9,1.0
3481,4,1,0,60,0,0,5,0,1.0
3482,4,1,0,60,0,0,5,10,0.9718309859154929
3483,4,1,0,60,0,0,5,2,1.0
3484,4,1,0,60,0,0,5,7,1.0140845070422535
3485,4,1,0,60,0,0,5,8,0.9577464788732394
3486,4,1,0,60,0,0,5,4,1.0140845070422535
3487,4,1,0,60,0,3,5,7,1.0129870129870129
3488,4,1,0,60,0,3,5,1,1.0
3489,4,1,0,60,0,3,5,3,1.0
3490,4,1,0,60,0,3,5,9,1.0
3491,4,1,0,60,0,3,5,2,1.0
3492,4,1,0,60,0,3,5,8,0.9610389610389609
3493,4,1,0,60,0,3,5,6,1.0129870129870129
3494,4,1,0,60,0,3,5,5,1.0
3495,4,1,0,60,0,3,5,10,0.9740259740259741
3496,4,1,0,60,0,3,5,0,1.0
3497,4,1,0,60,0,3,5,4,1.0129870129870129
3498,4,1,1,60,3,1,5,8,0.9578947368421052
3499,4,1,1,60,3,1,5,3,1.0
3500,4,1,1,60,3,1,5,7,1.0105263157894735
3501,4,1,1,60,3,1,5,5,1.0
3502,4,1,1,60,3,1,5,0,1.0
3503,4,1,1,60,3,1,5,10,0.9789473684210528
3504,4,1,1,60,3,1,5,4,0.9894736842105264
3505,4,1,1,60,3,1,5,1,1.0
3506,4,1,1,60,3,1,5,2,1.0
3507,4,1,1,60,3,1,5,6,1.0105263157894735
3508,4,1,1,60,3,1,5,9,1.0
4367,4,0,0,80,0,0,1,5,1.0
4368,4,0,0,80,0,0,1,2,0.9803921568627452
4369,4,0,0,80,0,0,1,10,0.9803921568627452
4370,4,0,0,80,0,0,1,7,1.0
4371,4,0,0,80,0,0,1,4,1.0
4372,4,0,0,80,0,0,1,6,1.0
4373,4,0,0,80,0,0,1,0,0.9607843137254902
4374,4,0,0,80,0,0,1,8,0.9803921568627452
4375,4,0,0,80,0,0,1,9,1.0
4376,4,0,0,80,0,0,1,3,1.0
4377,4,0,0,80,0,0,1,1,1.0
4378,4,0,0,100,3,1,0,10,1.0
4379,4,0,0,100,3,1,0,8,1.0
4380,4,0,0,100,3,1,0,3,1.0
4381,4,0,0,100,3,1,0,1,1.0
4382,4,0,0,100,3,1,0,7,1.0
4383,4,0,0,100,3,1,0,6,1.0
4384,4,0,0,100,3,1,0,0,0.9777777777777776
4385,4,0,0,100,3,1,0,2,0.9777777777777776
4386,4,0,0,100,3,1,0,9,1.0
4387,4,0,0,100,3,1,0,4,1.0
4388,4,0,0,100,3,1,0,5,1.022222222222222
4389,4,0,1,40,1,0,1,8,0.9847328244274808
4390,4,0,1,40,1,0,1,1,1.0
4391,4,0,1,40,1,0,1,6,1.0
4392,4,0,1,40,1,0,1,3,1.0
4393,4,0,1,40,1,0,1,4,0.9923664122137404
4394,4,0,1,40,1,0,1,10,0.9541984732824428
4395,4,0,1,40,1,0,1,7,0.9923664122137404
4396,4,0,1,40,1,0,1,0,0.9389312977099236
4397,4,0,1,40,1,0,1,5,0.9389312977099236
4398,4,0,1,40,1,0,1,9,1.0
4399,4,0,1,40,1,0,1,2,0.9770992366412212
4400,4,0,1,100,2,0,4,5,1.0
4401,4,0,1,100,2,0,4,1,1.0
4402,4,0,1,100,2,0,4,3,1.0
4403,4,0,1,100,2,0,4,0,1.0
4404,4,0,1,100,2,0,4,6,1.0
4405,4,0,1,100,2,0,4,9,1.0
4406,4,0,1,100,2,0,4,4,1.0
4407,4,0,1,100,2,0,4,10,1.0
4408,4,0,1,100,2,0,4,8,0.96
4409,4,0,1,100,2,0,4,2,1.0
4410,4,0,1,100,2,0,4,7,1.0
4411,4,1,0,120,1,2,1,10,1.0
4412,4,1,0,120,1,2,1,9,1.0
4413,4,1,0,120,1,2,1,7,1.0277777777777777
4414,4,1,0,120,1,2,1,3,1.0
4415,4,1,0,120,1,2,1,5,1.0
4416,4,1,0,120,1,2,1,1,1.0
4417,4,1,0,120,1,2,1,2,1.0
4418,4,1,0,120,1,2,1,8,1.0
4419,4,1,0,120,1,2,1,4,1.0
4420,4,1,0,120,1,2,1,0,1.0
4421,4,1,0,120,1,2,1,6,1.0
4422,4,1,1,120,1,1,5,9,1.0
4423,4,1,1,120,1,1,5,7,1.0
4424,4,1,1,120,1,1,5,10,1.0
4425,4,1,1,120,1,1,5,5,1.0
4426,4,1,1,120,1,1,5,8,0.975
4427,4,1,1,120,1,1,5,0,1.0
4428,4,1,1,120,1,1,5,4,1.0
4429,4,1,1,120,1,1,5,1,1.0
4430,4,1,1,120,1,1,5,3,1.0
4431,4,1,1,120,1,1,5,2,1.0
4432,4,1,1,120,1,1,5,6,1.0
5456,4,0,0,40,0,2,2,10,0.9669421487603306
5457,4,0,0,40,0,2,2,2,0.9917355371900828
5458,4,0,0,40,0,2,2,4,1.0
5459,4,0,0,40,0,2,2,0,0.9669421487603306
5460,4,0,0,40,0,2,2,6,1.008264462809917
5461,4,0,0,40,0,2,2,9,1.0
5462,4,0,0,40,0,2,2,5,0.9669421487603306
5463,4,0,0,40,0,2,2,8,0.975206611570248
5464,4,0,0,40,0,2,2,1,1.0
5465,4,0,0,40,0,2,2,7,1.008264462809917
5466,4,0,0,40,0,2,2,3,1.008264462809917
5467,4,0,0,80,1,0,5,4,1.0
5468,4,0,0,80,1,0,5,7,1.0
5469,4,0,0,80,1,0,5,5,1.0
5470,4,0,0,80,1,0,5,6,1.0
5471,4,0,0,80,1,0,5,10,0.9814814814814816
5472,4,0,0,80,1,0,5,1,1.0
5473,4,0,0,80,1,0,5,0,1.0
5474,4,0,0,80,1,0,5,9,1.0
5475,4,0,0,80,1,0,5,3,1.0
5476,4,0,0,80,1,0,5,2,1.0
5477,4,0,0,80,1,0,5,8,0.9629629629629628
5478,4,0,0,80,1,3,5,5,1.0
5479,4,0,0,80,1,3,5,8,0.9655172413793104
5480,4,0,0,80,1,3,5,0,1.0
5481,4,0,0,80,1,3,5,6,1.0172413793103448
5482,4,0,0,80,1,3,5,9,1.0
5483,4,0,0,80,1,3,5,4,1.0
5484,4,0,0,80,1,3,5,1,1.0
5485,4,0,0,80,1,3,5,7,1.0172413793103448
5486,4,0,0,80,1,3,5,2,1.0
5487,4,0,0,80,1,3,5,10,0.9827586206896552
5488,4,0,0,80,1,3,5,3,1.0
5489,4,0,0,100,1,0,1,7,1.0
5490,4,0,0,100,1,0,1,2,0.9761904761904762
5491,4,0,0,100,1,0,1,0,0.9761904761904762
5492,4,0,0,100,1,0,1,4,1.0
5493,4,0,0,100,1,0,1,10,0.9761904761904762
5494,4,0,0,100,1,0,1,9,1.0
5495,4,0,0,100,1,0,1,1,1.0
5496,4,0,0,100,1,0,1,3,0.9761904761904762
5497,4,0,0,100,1,0,1,6,1.0
5498,4,0,0,100,1,0,1,5,1.0
5499,4,0,0,100,1,0,1,8,0.9761904761904762
5500,4,0,1,100,4,0,1,5,1.0
5501,4,0,1,100,4,0,1,10,0.9814814814814816
5502,4,0,1,100,4,0,1,6,1.0185185185185186
5503,4,0,1,100,4,0,1,9,1.0
5504,4,0,1,100,4,0,1,3,1.0
5505,4,0,1,100,4,0,1,4,1.0
5506,4,0,1,100,4,0,1,1,1.0
5507,4,0,1,100,4,0,1,8,1.0
5508,4,0,1,100,4,0,1,2,1.0
5509,4,0,1,100,4,0,1,7,1.0185185185185186
5510,4,0,1,100,4,0,1,0,0.9814814814814816
5511,4,0,1,100,4,0,5,7,1.0
5512,4,0,1,100,4,0,5,9,1.0
5513,4,0,1,100,4,0,5,2,1.0
5514,4,0,1,100,4,0,5,5,1.0
5515,4,0,1,100,4,0,5,8,0.9636363636363636
5516,4,0,1,100,4,0,5,4,0.9818181818181818
5517,4,0,1,100,4,0,5,1,1.0
5518,4,0,1,100,4,0,5,3,1.0
5519,4,0,1,100,4,0,5,10,0.9818181818181818
5520,4,0,1,100,4,0,5,6,1.0
5521,4,0,1,100,4,0,5,0,1.0
5522,4,0,1,120,0,0,4,1,1.0
5523,4,0,1,120,0,0,4,0,1.0
5524,4,0,1,120,0,0,4,9,1.0
5525,4,0,1,120,0,0,4,8,0.9722222222222222
5526,4,0,1,120,0,0,4,3,1.0
5527,4,0,1,120,0,0,4,2,1.0
5528,4,0,1,120,0,0,4,6,1.0
5529,4,0,1,120,0,0,4,7,1.0
5530,4,0,1,120,0,0,4,5,1.0
5531,4,0,1,120,0,0,4,10,1.0
5532,4,0,1,120,0,0,4,4,1.0
5533,4,1,0,40,1,0,4,0,1.0
5534,4,1,0,40,1,0,4,10,0.9672131147540984
5535,4,1,0,40,1,0,4,7,1.0081967213114753
5536,4,1,0,40,1,0,4,5,1.0
5537,4,1,0,40,1,0,4,6,1.0081967213114753
5538,4,1,0,40,1,0,4,8,0.9590163934426228
5539,4,1,0,40,1,0,4,3,0.9918032786885246
5540,4,1,0,40,1,0,4,4,1.0
5541,4,1,0,40,1,0,4,2,1.0
5542,4,1,0,40,1,0,4,1,1.0
5543,4,1,0,40,1,0,4,9,1.0
